County,State,ST,Fips,Precincts,Votes,Democrats 08,Democrats 12,Republicans 08,Republicans 12,Republicans Perc 16,Democrats Perc 16,Republicans Perc 12,Democrats Perc 12,Votes Trump,Votes Clinton
"Hanover County, Virginia",Virginia,VA,51085,37,62313,18447,18294,37344,39940,63.53730361,31.06895832,67.62843307,30.97632836,39592,19360
"Adams County, Wisconsin",Wisconsin,WI,55001,20,10107,5806,5542,3974,4644,59.19659642,37.39982191,45.14435696,53.87382133,5983,3780
"Hartford County, Connecticut",Connecticut,CT,9003,165,399219,268721,244639,138984,143238,37.05034079,58.56159151,36.51794819,62.36972262,147912,233789
"Alcona County, Michigan",Michigan,MI,26001,12,6179,2896,2472,3404,3571,67.98834763,28.03042564,58.50262123,40.49803408,4201,1732
"De Witt County, Illinois",Illinois,IL,17039,23,7469,3308,2601,4348,4579,67.90735038,25.53219976,62.34172907,35.41184479,5072,1907
"Caldwell County, Kentucky",Kentucky,KY,21033,13,5975,2212,1852,3866,3904,75.43096234,21.08786611,66.62116041,31.60409556,4507,1260
"Carbon County, Montana",Montana,MT,30009,13,5936,2443,2146,3108,3533,62.82008086,30.7277628,60.42414914,36.70258252,3729,1824
"Macon County, North Carolina",North Carolina,NC,37113,15,17336,6620,5712,10317,10835,69.422012,27.92455007,64.26072,33.87699425,12035,4841
"Dorchester County, South Carolina",South Carolina,SC,45035,81,62463,21806,23445,29929,32531,55.92430719,38.43875574,57.21748307,41.23647876,34932,24010
"Maury County, Tennessee",Tennessee,TN,47119,20,35068,13058,11825,20288,20708,67.81396145,28.59016767,62.74010786,35.82681937,23781,10026
"Lapeer County, Michigan",Michigan,MI,26087,38,45126,21457,18796,22831,23734,66.56251385,28.21876524,55.0481271,43.59503653,30037,12734
"Deer Lodge County, Montana",Montana,MT,30023,14,4122,3402,2860,1502,1448,42.11547792,48.95681708,32.46636771,64.12556054,1736,2018
"Grand County, Colorado",Colorado,CO,8049,15,8513,4037,3684,4128,4253,52.47268883,38.98743099,51.94821058,44.99816783,4467,3319
"Lucas County, Ohio",Ohio,OH,39095,332,191684,142852,136616,73706,69940,38.65841698,56.01041297,33.20656535,64.86342767,74102,107363
"Custer County, South Dakota",South Dakota,SD,46033,10,4716,1475,1335,2909,3062,69.7625106,23.74893978,67.74336283,29.53539823,3290,1120
"Chaffee County, Colorado",Colorado,CO,8015,15,10999,4862,5086,4873,5070,48.03163924,43.39485408,48.4610973,48.61403173,5283,4773
"Johnson County, Texas",Texas,TX,48251,37,57270,12912,10496,36685,37661,77.47511786,19.16535708,77.11413244,21.49146157,44370,10976
"Montgomery County, Ohio",Ohio,OH,39113,360,249560,145997,137139,128679,124841,48.39156916,47.14737939,46.80829525,51.41934782,120766,117661
"Pickaway County, Ohio",Ohio,OH,39129,42,23814,9077,9684,14228,14037,69.21138826,26.56000672,58.114598,40.09273826,16482,6325
"Miner County, South Dakota",South Dakota,SD,46097,8,1064,605,479,577,636,66.35338346,26.40977444,55.78947368,42.01754386,706,281
"Moore County, North Carolina",North Carolina,NC,37125,26,47746,17624,16505,27314,29495,63.40426423,33.82063419,63.54626737,35.55962512,30273,16148
"Adams County, North Dakota",North Dakota,ND,38001,1,1206,435,328,788,918,74.95854063,17.91044776,71.38413686,25.50544323,904,216
"Chautauqua County, Kansas",Kansas,KS,20019,14,1845,401,280,1418,1304,84.11924119,12.79132791,80,17.17791411,1552,236
"Botetourt County, Virginia",Virginia,VA,51023,11,18641,5693,5452,11471,12479,71.71825546,24.09741967,68.41181953,29.88871224,13369,4492
"Knox County, Maine",Maine,ME,23013,18,23021,13728,13223,8816,8248,39.73763086,54.03761783,37.3770789,59.92205556,9148,12440
"Sumner County, Tennessee",Tennessee,TN,47165,27,71080,21487,18579,44949,46003,70.49099606,25.53882949,70.37756632,28.42303338,50105,18153
"Merrick County, Nebraska",Nebraska,NE,31121,15,3707,986,925,2375,2490,78.60803885,16.21257081,71.36715391,26.51189453,2914,601
"Washington County, New York",New York,NY,36115,50,22401,12741,11523,12533,11085,57.00638364,36.77514397,47.99740204,49.89391643,12770,8238
"Loudon County, Tennessee",Tennessee,TN,47105,15,23304,6058,5058,15815,16707,75.47202197,21.09509097,75.68975672,22.91487337,17588,4916
"Jefferson County, Illinois",Illinois,IL,17081,33,16818,7462,6089,9302,9811,69.45534546,26.21001308,60.11642157,37.31004902,11681,4408
"Saline County, Kansas",Kansas,KS,20169,53,21206,8186,7040,14165,13840,63.03404697,28.6899934,64.38407146,32.75027912,13367,6084
"Bullitt County, Kentucky",Kentucky,KY,21029,48,36054,10177,9971,20102,21306,72.69651079,22.89621124,67.04427452,31.37606596,26210,8255
"Sterling County, Texas",Texas,TX,48431,5,633,97,31,520,459,86.72985782,11.05845182,92.91497976,6.275303644,549,70
"Uinta County, Wyoming",Wyoming,WY,56041,10,8053,2317,1628,5763,6615,76.41872594,14.92611449,77.4680876,19.06546434,6154,1202
"Richmond County, Georgia",Georgia,GA,13245,70,74952,52100,52560,26842,25845,32.60886968,64.98425659,32.70690964,66.51480638,24441,48707
"Rio Arriba County, New Mexico",New Mexico,NM,35039,42,14795,12703,11465,4086,3397,24.21764109,64.44068942,22.14038975,74.72463012,3583,9534
"Madison County, Ohio",Ohio,OH,39097,27,16754,6532,6845,10606,10342,67.55998568,27.82619076,58.90527995,38.98729851,11319,4662
"Louisa County, Iowa",Iowa,IA,19115,6,4943,2523,2452,2314,2420,61.90572527,33.23892373,48.71175523,49.35587762,3060,1643
"Knox County, Illinois",Illinois,IL,17095,57,21964,14191,13451,9419,9408,48.52485886,45.25132034,40.41584329,57.7841739,10658,9939
"Yates County, New York",New York,NY,36123,18,8975,4890,4488,5269,4798,57.71587744,35.86629526,50.81550519,47.53230248,5180,3219
"Sevier County, Tennessee",Tennessee,TN,47155,24,36180,8604,7418,24922,25984,79.07683803,17.39358762,76.73045122,21.90526813,28610,6293
"Dixon County, Nebraska",Nebraska,NE,31051,13,2744,946,870,1785,1745,74.38046647,20.26239067,64.96649293,32.39017126,2041,556
"Tallapoosa County, Alabama",Alabama,AL,1123,28,18504,6063,6319,13116,12396,70.07674016,28.48573281,65.75778473,33.52076813,12967,5271
"Huerfano County, Colorado",Colorado,CO,8055,11,3772,1989,1953,1580,1646,49.70837752,43.23966066,44.31879375,52.58481422,1875,1631
"Clarke County, Georgia",Georgia,GA,13059,24,44221,29591,25431,15333,13815,28.6990344,66.74204563,34.22265161,62.99791914,12691,29514
"Grant Parish, Louisiana",Louisiana,LA,22043,34,8819,1474,1422,6907,7082,83.97777526,13.39154099,81.71224184,16.40706127,7406,1181
"Benton County, Indiana",Indiana,IN,18007,15,3654,1563,1159,2183,2329,70.5801861,23.53585112,65.0922303,32.39239799,2579,860
"Calhoun County, Texas",Texas,TX,48057,26,6957,2729,2410,4106,4144,66.66666667,30.44415696,62.3345367,36.25150421,4638,2118
"Ware County, Georgia",Georgia,GA,13299,12,12150,4034,3900,8311,7941,70.02469136,28.27983539,66.5131083,32.66605243,8508,3436
"Miami County, Indiana",Indiana,IN,18103,31,13440,5564,4222,8312,8174,74.21875,20.58035714,63.95430717,33.03340897,9975,2766
"Marshall County, Mississippi",Mississippi,MS,28093,24,14698,9685,9650,6683,6473,44.39379507,54.04816982,39.85837438,59.42118227,6525,7944
"Luna County, New Mexico",New Mexico,NM,35029,12,7295,4311,3583,3870,3670,47.67649075,43.79712132,48.93333333,47.77333333,3478,3195
"Franklin County, Pennsylvania",Pennsylvania,PA,42055,75,69345,21169,18995,41906,43260,71.46009085,24.97945057,68.58175592,30.11351026,49554,17322
"Cache County, Utah",Utah,UT,49005,85,35879,10294,6244,29127,35039,46.38646562,18.68781181,82.84822547,14.76367248,16643,6705
"Marion County, Indiana",Indiana,IN,18097,600,361070,241987,216336,134313,136509,36.06724458,58.90159803,38.02383784,60.25921356,130228,212676
"Greeley County, Kansas",Kansas,KS,20071,3,639,151,113,591,543,81.84663537,12.98904538,81.04477612,16.86567164,523,83
"Greensville County, Virginia",Virginia,VA,51081,9,4363,3122,3135,1729,1766,39.81205592,58.62938345,35.85058871,63.64190012,1737,2558
"Claiborne Parish, Louisiana",Louisiana,LA,22027,25,6421,3025,3014,3750,3649,55.83242486,42.31428126,54.20380273,44.77124183,3585,2717
"Kemper County, Mississippi",Mississippi,MS,28069,14,4639,3256,3239,1935,1789,38.3272257,60.93985773,35.41171813,64.11322249,1778,2827
"Lamar County, Mississippi",Mississippi,MS,28073,23,24179,5159,5494,18497,19101,76.48372555,20.86107779,76.74474668,22.0740086,18493,5044
"Burlington County, New Jersey",New Jersey,NJ,34005,365,194988,131219,126377,89626,87401,40.79174103,55.57316348,40.40002034,58.41618941,79539,108361
"Collin County, Texas",Texas,TX,48085,74,356545,109047,101415,184897,196888,56.20468665,39.2200143,65.0179479,33.4900816,200395,139837
"Lewis County, Kentucky",Kentucky,KY,21135,14,5298,1510,1342,3213,3326,82.35183088,14.81691204,69.74208429,28.14007129,4363,785
"Montmorency County, Michigan",Michigan,MI,26119,9,5008,2403,2049,2841,2928,69.84824281,25.67891374,57.96871907,40.56622451,3498,1286
"Fairbanks North Star Borough, Alaska",Alaska,AK,2090,,,,,,,,,,,,
"Richland County, North Dakota",North Dakota,ND,38077,15,7460,3513,3198,3900,4229,63.79356568,27.66756032,55.54971759,42.00709313,4759,2064
"Oscoda County, Michigan",Michigan,MI,26135,7,4062,1887,1657,2320,2308,69.99015263,25.70162482,57.10044532,40.99455715,2843,1044
"Marion County, Georgia",Georgia,GA,13197,5,3183,1381,1412,1772,1733,60.35186931,38.10870248,54.66876972,44.54258675,1921,1213
"York County, Pennsylvania",Pennsylvania,PA,42133,159,203153,82839,73191,109268,113304,62.48147948,33.19074786,59.87665738,38.67853236,126933,67428
"Mellette County, South Dakota",South Dakota,SD,46095,4,683,373,375,445,381,58.8579795,34.84626647,49.54486346,48.76462939,402,238
"Cumberland County, Illinois",Illinois,IL,17035,12,5513,2055,1641,3156,3509,76.18356612,18.64683475,66.2700661,30.99150142,4200,1028
"Greene County, Illinois",Illinois,IL,17061,22,5542,2619,2023,3053,3451,74.68422952,21.68892097,61.38384916,35.98363572,4139,1202
"Lyon County, Minnesota",Minnesota,MN,27083,33,12129,6110,5465,6315,6594,59.82356336,31.53598813,53.22893122,44.11527284,7256,3825
"Dane County, Wisconsin",Wisconsin,WI,55025,238,304729,205984,216071,73065,83644,23.38799392,71.37686272,27.49810146,71.03369375,71270,217506
"Tulare County, California",California,CA,6107,252,94571,43634,41752,59765,56956,53.38634465,41.34354083,56.33630069,41.29772502,50488,39099
"St. Louis city, Missouri",Missouri,MO,29510,222,127403,132925,118780,24662,22943,15.91877742,79.65824981,15.97624071,82.71184552,20281,101487
"Stephens County, Texas",Texas,TX,48429,6,3453,626,475,2869,2892,87.83666377,10.07819288,84.75967175,13.92145369,3033,348
"Trousdale County, Tennessee",Tennessee,TN,47169,10,3142,1475,1240,1688,1612,66.80458307,30.01273074,55.49053356,42.68502582,2099,943
"Lawrence County, Kentucky",Kentucky,KY,21127,18,6042,2036,1520,3503,3995,79.70870573,17.29559748,71.44134478,27.18168813,4816,1045
"Greene County, Ohio",Ohio,OH,39057,146,79633,33540,32256,48936,49819,59.65617269,35.19018497,59.5735776,38.57173606,47506,28023
"Smith County, Tennessee",Tennessee,TN,47159,8,7410,2992,2470,4563,4495,74.02159244,22.78002699,63.42599125,34.85254692,5485,1688
"Bexar County, Texas",Texas,TX,48029,718,586038,275527,264856,246275,241617,40.98044837,54.46592201,47.03639029,51.56040422,240161,319191
"Waukesha County, Wisconsin",Wisconsin,WI,55133,207,233273,85339,78779,145152,162798,61.09622631,33.95163607,66.75989108,32.30554098,142521,79200
"Wood County, West Virginia",West Virginia,WV,54107,69,35256,12573,11230,22896,22183,71.38643068,23.61867484,65.28828325,33.05177032,25168,8327
"Washington County, Idaho",Idaho,ID,16087,11,4454,1241,1104,3168,3128,73.70902559,17.42254154,72.22350496,25.49064881,3283,776
"Jackson County, Illinois",Illinois,IL,17077,57,24509,15248,13319,9687,9864,44.42857726,47.40707495,41.07946027,55.46809928,10889,11619
"Wayne County, Tennessee",Tennessee,TN,47181,14,5842,1355,1163,4076,4253,86.16912016,12.27319411,77.52460809,21.1994167,5034,717
"Deaf Smith County, Texas",Texas,TX,48117,5,4201,1247,1239,3466,3042,69.29302547,28.20756963,70.59642608,28.75377118,2911,1185
"Canyon County, Idaho",Idaho,ID,16027,64,72007,20147,19866,42752,44369,64.93118725,23.16858083,67.12303899,30.05400826,46755,16683
"Muskingum County, Ohio",Ohio,OH,39119,68,36217,17730,17002,20549,19264,65.12963525,30.16815308,51.81419619,45.73011646,23588,10926
"Lee County, Kentucky",Kentucky,KY,21129,10,2667,752,595,1978,1977,80.65241845,16.64791901,75.37171178,22.68394968,2151,444
"Washington County, Oklahoma",Oklahoma,OK,40147,23,22208,6308,5532,16457,15668,71.19056196,22.72604467,73.90566038,26.09433962,15810,5047
"Washington County, Florida",Florida,FL,12133,16,11144,2863,2820,8178,8038,77.44077531,20.28894472,73.07937085,25.63869443,8630,2261
"Sherman County, Kansas",Kansas,KS,20181,19,2537,688,577,1959,1976,80.52818289,13.4016555,75.3335875,21.99771254,2043,340
"Kent County, Rhode Island",Rhode Island,RI,44003,78,79822,48406,45564,33780,31567,47.78256621,47.08225802,39.99721247,57.73222001,38141,37582
"Bennington County, Vermont",Vermont,VT,50003,18,16345,12524,11514,6133,5687,36.24961762,58.36035485,32.32535668,65.4464844,5925,9539
"Mahaska County, Iowa",Iowa,IA,19123,12,10494,4464,4213,6271,6448,70.55460263,24.83323804,59.24836902,38.71175227,7404,2606
"Rush County, Kansas",Kansas,KS,20165,13,1474,504,367,1225,1166,79.85074627,15.40027137,74.26751592,23.37579618,1177,227
"Washington County, Vermont",Vermont,VT,50023,20,28654,22324,20351,9129,8093,27.89488379,64.89146367,27.61456307,69.44074794,7993,18594
"Iron County, Wisconsin",Wisconsin,WI,55051,19,3477,1914,1784,1464,1790,60.10928962,36.61202186,49.28414097,49.11894273,2090,1273
"Perry County, Mississippi",Mississippi,MS,28111,16,5432,1533,1527,4067,4137,76.12297496,22.45949926,72.29989514,26.68647326,4135,1220
"Garfield County, Nebraska",Nebraska,NE,31071,3,968,212,149,800,769,84.60743802,12.5,81.80851064,15.85106383,819,121
"Beaver County, Pennsylvania",Pennsylvania,PA,42007,129,79036,40499,37055,42895,42344,58.30381092,38.24206691,52.61823695,46.04592788,46081,30225
"Bibb County, Alabama",Alabama,AL,1007,10,8748,2299,2202,6262,6132,76.96616369,21.42203932,72.82660333,26.152019,6733,1874
"Hempstead County, Arkansas",Arkansas,AR,5057,24,7031,2869,2468,4273,4284,62.45199829,33.7220879,61.89856957,35.65958676,4391,2371
"Gilpin County, Colorado",Colorado,CO,8047,6,3574,1990,1892,1283,1346,43.76049245,45.71908226,40.32354703,56.68064709,1564,1634
"Early County, Georgia",Georgia,GA,13099,11,4782,2603,2765,2711,2557,53.36679214,45.27394396,47.76760695,51.65327854,2552,2165
"Washington County, Mississippi",Mississippi,MS,28151,19,14571,13148,13981,6347,5651,31.1646421,67.57943861,28.66345422,70.91554654,4541,9847
"Mecklenburg County, North Carolina",North Carolina,NC,37119,195,461834,253958,272262,153848,171668,33.41092254,63.28204506,38.2419247,60.65092448,154303,292258
"Allegany County, New York",New York,NY,36003,37,17111,7016,6139,11013,10390,68.44719771,26.14107884,61.28708783,36.2118799,11712,4473
"Waseca County, Minnesota",Minnesota,MN,27161,22,9579,4401,4370,5211,5116,62.29251488,29.62730974,52.48794501,44.83430799,5967,2838
"Los Angeles County, California",California,CA,6037,4988,2652072,2295853,2216903,956425,885333,23.38869382,71.40718653,27.83132201,69.69054723,620285,1893770
"Glades County, Florida",Florida,FL,12043,13,4355,1674,1603,2533,2344,68.79448909,29.18484501,58.76159438,40.18551015,2996,1271
"Bucks County, Pennsylvania",Pennsylvania,PA,42017,304,342572,179031,160521,150248,156579,47.83607534,48.4163913,48.77607347,50.00404964,163873,165861
"Noble County, Indiana",Indiana,IN,18113,29,16890,7064,5229,9673,10680,72.22024867,23.1142688,65.74735287,32.19034721,12198,3904
"Clark County, Kansas",Kansas,KS,20025,7,983,245,174,897,805,82.70600203,12.00406918,79.15437561,17.10914454,813,118
"Pawnee County, Kansas",Kansas,KS,20145,27,2602,882,718,1946,1836,71.94465796,21.79093005,70.39877301,27.53067485,1872,567
"Tippah County, Mississippi",Mississippi,MS,28139,24,9143,2623,2317,6937,6717,78.55189763,19.77469102,73.2976866,25.2837189,7182,1808
"Lancaster County, South Carolina",South Carolina,SC,45057,35,38717,12139,13419,16441,19333,60.9499703,35.43146421,58.3303162,40.48696597,23598,13718
"Emmet County, Michigan",Michigan,MI,26047,23,18774,8515,7225,9314,10253,56.54628742,37.13646532,57.89711446,40.79846406,10616,6972
"Halifax County, North Carolina",North Carolina,NC,37083,23,24881,16047,17176,8961,8763,35.98729955,62.8672481,33.60174853,65.86142107,8954,15642
"Walsh County, North Dakota",North Dakota,ND,38099,2,4543,2325,2124,2415,2813,65.83755228,25.66585956,55.20015699,41.67974882,2991,1166
"Clark County, Nevada",Nevada,NV,32003,1118,765421,380765,389936,257078,289053,41.75101023,52.39835332,41.81961545,56.41516804,319571,401068
"Philadelphia County, Pennsylvania",Pennsylvania,PA,42101,1686,680227,595980,588806,117221,96467,15.49747364,82.40513828,13.97410213,85.29378106,105418,560542
"Tyler County, West Virginia",West Virginia,WV,54095,12,3621,1241,890,2415,2314,81.93869097,13.94642364,70.57029582,27.14242147,2967,505
"Denali Borough, Alaska",Alaska,AK,2068,,,,,,,,,,,,
"Washington County, Colorado",Colorado,CO,8121,6,2708,529,468,1949,2076,84.34268833,10.67208272,80.12350444,18.06252412,2284,289
"Franklin County, Texas",Texas,TX,48159,9,4356,1036,751,3392,3446,82.2543618,15.26629936,80.94902514,17.6415316,3583,665
"Grundy County, Iowa",Iowa,IA,19075,8,6766,2790,2635,3945,4215,66.74549217,27.29825599,60.54294743,37.84831945,4516,1847
"Arapahoe County, Colorado",Colorado,CO,8005,395,281658,148224,153905,113868,125588,38.92593145,52.67558528,43.98632651,53.90415949,109638,148365
"Appling County, Georgia",Georgia,GA,13001,14,7003,1846,1758,5085,5233,78.42353277,20.47693845,73.84984476,24.80948349,5492,1434
"Guernsey County, Ohio",Ohio,OH,39059,35,16156,7625,7450,9197,8993,69.10126269,26.52884377,53.37408748,44.21627396,11164,4286
"Lorain County, Ohio",Ohio,OH,39093,188,136654,85276,81464,59068,59405,47.81857831,47.53464955,41.46888002,56.8676179,65346,64958
"Custer County, Oklahoma",Oklahoma,OK,40039,13,10531,2660,2359,7842,7446,74.23796411,19.96011775,75.94084651,24.05915349,7818,2102
"Liberty County, Texas",Texas,TX,48291,31,24155,5991,5202,15448,17323,78.06251294,20.08279859,76.15844544,22.86995516,18856,4851
"Campbell County, Tennessee",Tennessee,TN,47013,21,12504,3867,3328,8535,8604,78.85476647,17.97824696,71.10156185,27.50185935,9860,2248
"Hawaii County, Hawaii",Hawaii,HI,15001,43,64865,50819,47224,14866,14753,26.97911046,63.60595082,23.24991332,74.42241624,17500,41258
"Lee County, Iowa",Iowa,IA,19111,23,15893,9821,10714,7062,7785,55.13118983,38.9794249,41.16651684,56.65485696,8762,6195
"Washington County, Oregon",Oregon,OR,41067,143,232034,141544,135291,89185,93974,32.71201634,59.39560582,39.64762913,57.07927079,75903,137818
