County,State,ST,Fips,Precincts,Votes,Democrats 08,Democrats 12,Republicans 08,Republicans 12,Republicans Perc 16,Democrats Perc 16,Republicans Perc 12,Democrats Perc 12,Votes Trump,Votes Clinton
"Charlotte County, Florida",Florida,FL,12015,67,96323,39031,35906,45205,47996,62.49390073,34.69680139,56.67792447,42.4009825,60196,33421
"Baraga County, Michigan",Michigan,MI,26013,8,3486,1725,1574,1846,1866,61.9047619,33.16121629,53.46704871,45.10028653,2158,1156
"Davidson County, Tennessee",Tennessee,TN,47037,160,246199,158423,143120,102915,97622,34.2669954,60.30609385,39.86637972,58.44662335,84365,148473
"Christian County, Kentucky",Kentucky,KY,21047,41,22083,8880,8252,13699,13475,63.88624734,32.54992528,61.37554088,37.5859713,14108,7188
"Lamar County, Alabama",Alabama,AL,1075,27,6931,1614,1646,5419,5457,83.95613909,14.93291011,76.0451505,22.93756968,5819,1035
"Etowah County, Alabama",Alabama,AL,1055,35,43474,13497,12803,30595,29130,73.91084326,23.80733312,68.34177928,30.03706832,32132,10350
"Delta County, Colorado",Colorado,CO,8029,20,16661,5084,4622,10067,10915,69.5276394,24.29626073,68.5400314,29.02354788,11584,4048
"St. Francois County, Missouri",Missouri,MO,29187,23,24714,11540,8829,12660,13248,70.67653961,25.2893097,58.66619431,39.09751129,17467,6250
"Lawrence County, Ohio",Ohio,OH,39087,84,25949,11262,10744,15415,14651,70.29172608,26.3940807,56.49776338,41.43143606,18240,6849
"Armstrong County, Pennsylvania",Pennsylvania,PA,42005,68,30446,11138,9045,18542,20142,74.47940616,22.49556592,68.04269982,30.55536788,22676,6849
"Bannock County, Idaho",Idaho,ID,16005,60,33405,14792,13214,19356,21010,51.42942673,30.95943721,59.57917423,37.47164247,17180,10342
"Graham County, North Carolina",North Carolina,NC,37075,4,4094,1265,1119,2824,2750,79.62872496,18.58817782,69.6731695,28.35064606,3260,761
"Lincoln County, South Dakota",South Dakota,SD,46083,30,25231,8642,7982,11803,13611,61.42840157,32.00824383,62.0034621,36.3611516,15499,8076
"West Carroll Parish, Louisiana",Louisiana,LA,22123,17,4759,878,853,4045,3628,83.42088674,15.02416474,79.77132806,18.75549692,3970,715
"Gregg County, Texas",Texas,TX,48183,22,41365,13166,12398,29203,28742,69.36540554,28.09863411,69.24615125,29.86966054,28693,11623
"Portage County, Wisconsin",Wisconsin,WI,55097,47,38123,24817,22075,13810,16615,45.40566062,48.59008997,42.23758802,56.11765005,17310,18524
"Fulton County, Ohio",Ohio,OH,39051,36,20693,9900,9073,11689,11738,64.84801624,28.90349394,55.08212107,42.57625528,13419,5981
"Dale County, Alabama",Alabama,AL,1045,21,18617,5270,5286,13886,13108,74.11505613,23.6772842,70.46932961,28.417827,13798,4408
"Brown County, Minnesota",Minnesota,MN,27015,32,13663,5809,5630,7456,7938,63.73417258,27.54153553,56.98901572,40.41926915,8708,3763
"Washington County, Missouri",Missouri,MO,29221,14,9279,4711,3417,4706,5071,75.9456838,20.75654704,58.32087407,39.29844738,7047,1926
"Bowie County, Texas",Texas,TX,48037,35,34470,10815,10196,24162,24869,72.27444154,25.61937917,70.24347531,28.79900576,24913,8831
"Ellis County, Texas",Texas,TX,48139,50,63064,15333,13881,38078,39574,71.0500444,25.6834327,73.08082953,25.63387564,44807,16197
"Fond du Lac County, Wisconsin",Wisconsin,WI,55039,65,51094,23463,22379,28164,30355,60.75860179,34.03726465,56.84244036,41.90667016,31044,17391
"Greene County, Indiana",Indiana,IN,18055,32,13763,5709,4350,7691,8457,74.65668822,21.2816973,64.50308901,33.17824727,10275,2929
"Alleghany County, Virginia",Virginia,VA,51005,13,7306,3553,3403,3715,3595,66.69860389,29.63317821,50.11849993,47.44179562,4873,2165
"Prince George's County, Maryland",Maryland,MD,24033,274,351091,332396,347938,38833,35734,8.342566457,89.32926221,9.215874391,89.73394817,29290,313627
"Real County, Texas",Texas,TX,48385,6,1678,375,277,1238,1236,82.35995232,15.61382598,80.52117264,18.04560261,1382,262
"Chippewa County, Wisconsin",Wisconsin,WI,55017,42,31471,16239,15237,13492,15322,56.91589082,37.73315116,49.53446269,49.25966636,17912,11875
"Acadia Parish, Louisiana",Louisiana,LA,22001,55,27386,7028,6560,19229,19931,77.26210473,20.58716132,74.27240544,24.4456866,21159,5638
"Shelby County, Missouri",Missouri,MO,29205,7,3252,1114,966,2166,2188,77.61377614,18.63468635,67.6980198,29.88861386,2524,606
"Avoyelles Parish, Louisiana",Louisiana,LA,22009,49,16581,6327,6077,10236,10670,67.32404559,30.34798866,62.64678253,35.67989667,11163,5032
"Allen County, Kansas",Kansas,KS,20001,22,5314,2189,1869,3552,3316,67.27512232,26.30786601,62.44821092,35.19774011,3575,1398
"Morgan County, Alabama",Alabama,AL,1103,42,49991,13895,13439,36014,35391,74.79746354,22.43603849,71.5562385,27.17200105,37392,11216
"Erie County, Pennsylvania",Pennsylvania,PA,42049,149,117240,75775,68036,50351,49025,48.76151484,46.7587854,41.32980383,57.35674723,57168,54820
"Erie County, New York",New York,NY,36029,837,383248,256299,237356,178815,169675,45.35366134,50.11506909,40.96500441,57.30537549,173817,192065
"Whitley County, Kentucky",Kentucky,KY,21235,36,13769,3484,2683,10015,10232,82.15556685,15.01198344,78.27417381,20.5247858,11312,2067
"Woodford County, Kentucky",Kentucky,KY,21239,19,13560,5027,4883,7130,7219,56.76253687,36.56342183,58.53876095,39.59617256,7697,4958
"Calcasieu Parish, Louisiana",Louisiana,LA,22019,123,83773,30244,28359,50449,51850,64.67716329,31.38600742,63.44370213,34.70009544,54182,26293
"Monroe County, Michigan",Michigan,MI,26115,64,74101,39180,36310,35858,35593,58.3730314,36.24647441,48.85591534,49.84008895,43255,26859
"Newton County, Missouri",Missouri,MO,29145,25,26506,7450,6425,17637,18181,77.51452501,18.81838074,72.48335526,25.61495834,20546,4988
"Attala County, Mississippi",Mississippi,MS,28007,21,7242,3849,3927,5273,5126,59.21016294,39.31234466,56.37923449,43.19181698,4288,2847
"Coffee County, Alabama",Alabama,AL,1031,31,20513,5079,4925,14919,14666,77.14619997,20.4455711,73.99223046,24.84738409,15825,4194
"Miami-Dade County, Florida",Florida,FL,12086,860,978670,499831,541440,360551,332981,34.09382121,63.65843441,37.91138477,61.64537967,333666,623006
"Crane County, Texas",Texas,TX,48103,5,1381,319,275,1119,985,75.81462708,21.65097755,76.77318784,21.43413874,1047,299
"Travis County, Texas",Texas,TX,48453,248,462511,254017,232788,136981,140152,27.40475362,66.26328887,36.20965388,60.1430797,126750,306475
"Tate County, Mississippi",Mississippi,MS,28137,20,11389,5003,4933,7678,7332,64.84326982,33.40064975,59.10043527,39.76301789,7385,3804
"Hettinger County, North Dakota",North Dakota,ND,38041,4,1261,406,313,893,1000,81.83980967,13.32275971,73.42143906,22.98091043,1032,168
"Lyon County, Kentucky",Kentucky,KY,21143,6,3961,1577,1373,2220,2412,70.41151224,26.38222671,62.82886168,35.76452201,2789,1045
"Bee County, Texas",Texas,TX,48025,18,8458,3645,3452,4471,4356,56.07708678,40.70702294,55.28620383,43.81266658,4743,3443
"Washington County, Texas",Texas,TX,48477,22,14747,4034,3381,10176,10857,74.21170408,22.92669696,75.41154407,23.48405918,10944,3381
"Green County, Wisconsin",Wisconsin,WI,55045,24,18791,11502,11206,6730,7857,46.26150817,48.5391943,40.66349239,57.99606666,8693,9121
"Butte County, South Dakota",South Dakota,SD,46019,16,4346,1306,1002,2821,3073,77.19742292,15.94569719,73.02756654,23.81178707,3355,693
"Tama County, Iowa",Iowa,IA,19171,17,8636,4899,4768,3820,4098,57.5266327,36.98471515,45.44748808,52.87789731,4968,3194
"Orange County, California",California,CA,6059,1668,1092116,549558,512440,579064,582332,43.28010944,50.96015442,51.87055076,45.64500153,472669,556544
"Bay County, Florida",Florida,FL,12005,44,87151,23653,22051,56683,56876,71.15236773,24.88669092,71.21874257,27.61172537,62010,21689
"Hillsdale County, Michigan",Michigan,MI,26059,26,19880,8765,7106,11221,11727,70.89537223,24.13983903,61.39790576,37.20418848,14094,4799
"Morehouse Parish, Louisiana",Louisiana,LA,22067,43,11852,5792,5888,7258,6591,54.85993925,43.49476882,52.25146662,46.67829396,6502,5155
"Tunica County, Mississippi",Mississippi,MS,28143,12,3463,3279,3475,1017,883,24.25642506,74.4152469,20.15061616,79.30168873,840,2577
"Bronx County, New York",New York,NY,36005,959,358857,338261,339208,41683,29967,9.592678978,88.72698596,8.078773909,91.44674943,34424,318403
"Gaines County, Texas",Texas,TX,48165,5,4609,650,535,3385,3484,84.76893035,12.9529182,85.68617806,13.15789474,3907,597
"Kimble County, Texas",Texas,TX,48267,8,1945,342,217,1487,1667,87.24935733,10.59125964,88.10782241,11.46934461,1697,206
"King George County, Virginia",Virginia,VA,51099,6,11967,4473,4477,5888,6604,61.31862622,33.4419654,58.31346578,39.53200883,7338,4002
"Platte County, Wyoming",Wyoming,WY,56031,13,4460,1407,1223,3002,3136,77.06278027,16.12107623,69.21209446,26.99183403,3437,719
"Pulaski County, Virginia",Virginia,VA,51155,13,15112,5918,5292,8857,8920,68.25039704,27.59396506,60.76294278,36.04904632,10314,4170
"Lincoln County, New Mexico",New Mexico,NM,35027,22,8892,3535,2942,6001,5961,66.22807018,26.19208277,64.49902618,31.83293659,5889,2329
"Kittson County, Minnesota",Minnesota,MN,27069,39,2363,1492,1241,1016,1095,57.08844689,34.8286077,45.24793388,51.28099174,1349,823
"Blaine County, Montana",Montana,MT,30005,8,2645,1702,1616,1139,1178,47.59924386,44.87712665,41.20321791,56.52325988,1259,1187
"Barnes County, North Dakota",North Dakota,ND,38003,15,5253,2741,2394,2826,2964,60.07995431,30.40167523,53.67620427,43.3538573,3156,1597
"Randolph County, Alabama",Alabama,AL,1111,28,10130,3064,3078,7175,7224,75.982231,22.60612043,69.32156223,29.53651281,7697,2290
"Ness County, Kansas",Kansas,KS,20135,12,1435,289,218,1207,1209,84.73867596,11.14982578,83.72576177,15.09695291,1216,160
"Henry County, Ohio",Ohio,OH,39069,23,13671,6320,5658,8239,8257,66.82759125,26.99144174,57.91540997,39.68576839,9136,3690
"Utah County, Utah",Utah,UT,49049,319,174942,29567,17281,122224,156950,51.30557556,14.04979936,88.31655534,9.724105721,89755,24579
"Allen County, Kentucky",Kentucky,KY,21003,13,8091,2024,1808,5258,5184,79.915956,16.67284637,73.01408451,25.46478873,6466,1349
"Webster Parish, Louisiana",Louisiana,LA,22119,40,18140,6610,6802,11417,11400,63.60529217,34.50385888,61.90269331,36.93527368,11538,6259
"Oakland County, Michigan",Michigan,MI,26125,520,663255,372566,349002,276956,296514,43.59213274,51.7110312,45.50503601,53.56019809,289127,342976
"Monroe County, Ohio",Ohio,OH,39111,20,6686,3705,3035,3066,3548,71.50762788,24.63356267,52.31495134,44.75081097,4781,1647
"Pawnee County, Oklahoma",Oklahoma,OK,40117,10,6346,2063,1813,4533,4232,74.31452884,21.13142137,70.0082713,29.9917287,4716,1341
"Bledsoe County, Tennessee",Tennessee,TN,47007,12,4650,1517,1267,3166,3022,77.87096774,19.2688172,69.32782748,29.06629961,3621,896
"Union County, Arkansas",Arkansas,AR,5139,28,16433,6190,6196,10677,10699,62.07630986,34.48548652,62.28677883,36.07149095,10201,5667
"Des Moines County, Iowa",Iowa,IA,19057,17,18713,12462,11888,7721,8136,50.65462513,43.70223909,39.91169978,58.31739024,9479,8178
"Ohio County, Kentucky",Kentucky,KY,21183,19,10398,4059,2987,5687,6470,76.38007309,20.00384689,67.074435,30.96620361,7942,2080
"Owsley County, Kentucky",Kentucky,KY,21189,8,1759,381,283,1279,1279,83.79761228,14.55372371,80.94936709,17.91139241,1474,256
"Sullivan County, Indiana",Indiana,IN,18153,21,8559,4284,3191,4343,4902,71.71398528,24.68746349,59.13148372,38.49215923,6138,2113
"Berrien County, Georgia",Georgia,GA,13019,5,6563,1471,1273,4901,4843,82.40134085,15.86164864,78.1003064,20.52894694,5408,1041
"Nome Census Area, Alaska",Alaska,AK,2180,,,,,,,,,,,,
"Elmore County, Alabama",Alabama,AL,1051,30,36905,8301,8954,25777,26253,74.83809782,22.85869123,73.85641141,25.18989478,27619,8436
"Montgomery County, North Carolina",North Carolina,NC,37123,14,11449,4926,4706,6155,6404,61.75211809,35.88086296,57.02074615,41.90187873,7070,4108
"Union County, Oregon",Oregon,OR,41061,19,12465,4613,3973,7581,7636,67.21219414,25.84035299,63.26429163,32.91632146,8378,3221
"Robertson County, Tennessee",Tennessee,TN,47147,18,27042,9318,8290,17903,17643,71.71437024,24.53220916,67.11171973,31.53410172,19393,6634
"Union County, Georgia",Georgia,GA,13291,11,12039,2486,2139,8013,8773,81.80912036,16.29703464,79.1858471,19.30679664,9849,1962
"Hamilton County, Texas",Texas,TX,48193,12,3609,863,591,2876,2918,84.6771959,13.27237462,82.1509009,16.63851351,3056,479
"Moultrie County, Illinois",Illinois,IL,17139,16,6209,2668,2144,3471,3784,71.71847318,23.77194395,62.47317154,35.39706125,4453,1476
"Mono County, California",California,CA,6051,12,5154,3093,2733,2354,2285,40.35700427,52.3088863,44.10345493,52.75043428,2080,2696
"Honolulu County, Hawaii",Hawaii,HI,15003,153,285683,214239,204349,88164,88461,31.60706097,61.47863191,29.81074469,68.86419853,90296,175634
"Schuylkill County, Pennsylvania",Pennsylvania,PA,42107,125,62750,28300,24546,33767,32278,70.01912351,26.65179283,55.91490983,42.52083081,43937,16724
"Edgefield County, South Carolina",South Carolina,SC,45037,12,11644,5075,4967,6334,6512,58.75987633,38.5692202,56.20576558,42.87070602,6842,4491
"Marion County, South Carolina",South Carolina,SC,45067,17,14217,9608,9688,5416,5164,38.22184708,59.94232257,34.45882824,64.64700387,5434,8522
"Darlington County, South Carolina",South Carolina,SC,45031,32,29636,14505,15457,14544,14434,50.52301255,46.78769065,47.87396352,51.26699834,14973,13866
"Mercer County, Illinois",Illinois,IL,17131,24,8417,4887,4507,3833,3876,57.02744446,36.36687656,45.41832669,52.81228029,4800,3061
"Doddridge County, West Virginia",West Virginia,WV,54017,12,2826,735,575,2218,2130,83.0502477,12.7388535,76.92307692,20.76561936,2347,360
"Hill County, Montana",Montana,MT,30041,17,6368,3596,3403,2787,3164,54.11432161,36.90326633,46.35897436,49.86080586,3446,2350
"Grafton County, New Hampshire",New Hampshire,NH,33009,41,50115,31446,29826,17687,18208,37.93275466,56.88915494,37.1485698,60.85200147,19010,28510
"Clark County, Ohio",Ohio,OH,39023,90,59620,31958,31297,33634,31820,57.54948004,38.01744381,49.4860111,48.67264895,34311,22666
"Cotton County, Oklahoma",Oklahoma,OK,40033,9,2602,690,657,1793,1796,78.93927748,16.29515757,73.21646963,26.78353037,2054,424
"Osceola County, Florida",Florida,FL,12097,81,139981,59962,67239,40086,40592,35.89915774,60.92755445,37.34383337,61.85854386,50252,85287
"Rusk County, Wisconsin",Wisconsin,WI,55107,33,7029,3855,3397,3253,3676,64.93100014,30.88632807,51.11945487,47.23960506,4564,2171
"Montgomery County, Alabama",Alabama,AL,1101,130,94572,62166,63085,42031,38332,35.87531193,62.03633211,37.5557232,61.80744021,33928,58669
"Douglas County, Georgia",Georgia,GA,13097,25,57365,27825,28441,26812,26241,43.23716552,53.98936634,47.48041327,51.4610889,24803,30971
"Essex County, Massachusetts",Massachusetts,MA,25009,240,376140,208976,210302,137129,150480,35.99856436,58.49603871,41.07468944,57.40357083,135405,220027
"Howard County, Texas",Texas,TX,48227,13,8692,2545,2110,7029,6453,76.33456052,20.34054303,74.21506613,24.26682001,6635,1768
"Benton County, Oregon",Oregon,OR,41003,24,45577,29901,27776,15264,14991,28.58898128,62.38014788,33.4605598,61.99723227,13030,28431
"Choctaw County, Alabama",Alabama,AL,1023,34,7268,3636,3786,4223,4152,56.43918547,42.77655476,52.05616851,47.46740221,4102,3109
"Saguache County, Colorado",Colorado,CO,8109,7,2707,1730,1864,956,964,40.9678611,49.68599926,32.90102389,63.61774744,1109,1345
"Greene County, Tennessee",Tennessee,TN,47059,17,23491,7110,6225,17151,17245,78.91532928,17.92601422,72.19408046,26.06020011,18538,4211
"Pushmataha County, Oklahoma",Oklahoma,OK,40127,16,4483,1265,1043,3208,3087,79.87954495,16.68525541,74.74576271,25.25423729,3581,748
"Union County, South Dakota",South Dakota,SD,46127,13,7895,3244,2782,4310,4698,66.9791007,28.20772641,61.84834123,36.62453923,5288,2227
"Wayne County, Michigan",Michigan,MI,26163,999,775450,660085,595846,219582,213814,29.51937585,66.77954736,26.20831673,73.0360065,228908,517842
"Gloucester County, Virginia",Virginia,VA,51073,12,19524,6916,6764,12089,12137,67.03032166,27.65314485,62.94145102,35.07752943,13087,5399
"Green Lake County, Wisconsin",Wisconsin,WI,55047,16,9315,4000,3793,5393,5782,66.66666667,28.98550725,59.7622739,39.20413437,6210,2700
"Desha County, Arkansas",Arkansas,AR,5041,21,4252,2569,2443,1999,1896,45.03762935,52.37535278,42.8959276,55.27149321,1915,2227
"Chicot County, Arkansas",Arkansas,AR,5017,12,4176,3043,2649,2119,1670,41.09195402,56.27394636,38.29396927,60.74294886,1716,2350
"Barren County, Kentucky",Kentucky,KY,21009,25,18483,5434,5400,11133,10922,72.94811448,23.12936212,65.92225978,32.59295027,13483,4275
"Lake and Peninsula Borough, Alaska",Alaska,AK,2164,,,,,,,,,,,,
"Freeborn County, Minnesota",Minnesota,MN,27047,40,15929,9915,9326,6955,6969,55.29537322,37.92454015,41.7155513,55.82425476,8808,6041
"Wallace County, Kansas",Kansas,KS,20199,6,779,96,68,690,719,91.27086008,5.776636714,90.10025063,8.521303258,711,45
"Hampden County, Massachusetts",Massachusetts,MA,25013,166,200220,121454,123619,71350,73392,39.07202078,55.09589452,36.62293724,61.68643556,78230,110313
"Harmon County, Oklahoma",Oklahoma,OK,40057,7,975,333,264,757,659,73.23076923,22.97435897,71.39761647,28.60238353,714,224
"Portsmouth city, Virginia",Virginia,VA,51740,32,43000,32327,32501,13984,12858,29.70465116,66.19069767,27.99965158,70.77435652,12773,28462
"Santa Fe County, New Mexico",New Mexico,NM,35049,90,70376,55567,50872,15807,15500,20.1744913,70.98442651,22.38428767,73.46667629,14198,49956
"Dickinson County, Michigan",Michigan,MI,26043,21,13140,5995,4952,7049,7688,65.29680365,29.85540335,60.0156128,38.65729899,8580,3923
"Guthrie County, Iowa",Iowa,IA,19077,9,5654,2625,2569,3074,3171,63.7247966,30.42094093,53.85529891,43.63111413,3603,1720
"Logan County, Illinois",Illinois,IL,17107,29,12130,5250,3978,7429,7844,67.32893652,27.2135202,65.07923339,33.00423131,8167,3301
"Yavapai County, Arizona",Arizona,AZ,4025,45,92780,36889,33918,61192,64468,63.44255227,32.0165984,64.04084755,33.69326592,58862,29705
"Lamar County, Georgia",Georgia,GA,13171,6,7575,2752,2602,4873,4899,68.42244224,29.92739274,64.528451,34.27291886,5183,2267
"Jackson County, Kansas",Kansas,KS,20085,19,5727,2308,1901,3811,3527,67.88894709,25.99965078,63.42384463,34.18449919,3888,1489
"Miami County, Ohio",Ohio,OH,39109,85,51467,18372,16383,33417,34606,70.5520042,24.93248101,66.53208751,31.49728919,36311,12832
"Harding County, South Dakota",South Dakota,SD,46063,8,769,135,82,575,638,90.24707412,4.941482445,86.33288227,11.09607578,694,38
"Jefferson County, Nebraska",Nebraska,NE,31095,10,3430,1520,1195,2103,2166,69.59183673,24.22740525,62.85548462,34.67788741,2387,831
"Pinellas County, Florida",Florida,FL,12103,299,491520,248299,239104,210066,213258,48.57299805,47.47049967,46.59319819,52.24010382,238746,233327
"Wallowa County, Oregon",Oregon,OR,41063,12,4177,1492,1253,2836,2804,67.63227197,26.26286809,66.68252081,29.79785969,2825,1097
"Loving County, Texas",Texas,TX,48301,5,64,12,9,67,54,89.0625,6.25,84.375,14.0625,57,4
"Minidoka County, Idaho",Idaho,ID,16067,12,6870,1630,1390,5087,5442,71.13537118,16.98689956,78.04388355,19.93403126,4887,1167
"Kane County, Illinois",Illinois,IL,17089,301,193500,106756,90332,83963,88335,42.42222222,51.36382429,48.62976746,49.72914648,82087,99389
"Rensselaer County, New York",New York,NY,36083,118,65991,39753,37408,32840,29113,48.38993196,45.51984362,42.81953228,55.01985586,31933,30039
"Grant County, Minnesota",Minnesota,MN,27051,23,3453,1850,1647,1646,1748,59.74514915,31.97219809,50.12905076,47.23257815,2063,1104
"Lafayette County, Wisconsin",Wisconsin,WI,55065,28,7602,4732,4536,2984,3314,52.31518022,43.25177585,41.6750503,57.04225352,3977,3288
"Culpeper County, Virginia",Virginia,VA,51047,16,22087,8802,8285,10711,11580,60.40204645,35.0613483,57.29553214,40.99252882,13341,7744
"Martin County, North Carolina",North Carolina,NC,37117,13,11852,6539,6583,5957,5995,49.56125548,49.05501181,47.38381284,52.0312994,5874,5814
"Oswego County, New York",New York,NY,36075,110,44122,24777,23515,23571,19980,58.63288156,35.38824169,44.8072481,52.73485681,25870,15614
"Phillips County, Colorado",Colorado,CO,8095,12,2332,622,588,1613,1637,76.80102916,18.69639794,72.27373068,25.9602649,1791,436
"McLean County, Kentucky",Kentucky,KY,21149,8,4566,1963,1432,2386,2705,74.04730618,21.63819536,64.4047619,34.0952381,3381,988
"Bradley County, Tennessee",Tennessee,TN,47011,17,38392,9357,8037,28333,27422,77.51875391,18.41529485,76.25059089,22.34796875,29761,7070
"Mason County, Michigan",Michigan,MI,26105,25,14658,7817,6856,7147,7580,58.02292264,36.02810752,51.90358806,46.94604218,8505,5281
"Carroll County, Tennessee",Tennessee,TN,47017,19,10333,3980,3475,7455,7225,74.81854253,22.48137037,66.583725,32.02469818,7731,2323
"Covington County, Alabama",Alabama,AL,1039,27,15818,3240,3158,12444,12153,83.58831711,15.03982804,78.7162381,20.45469266,13222,2379
"Somerset County, Pennsylvania",Pennsylvania,PA,42111,68,35730,12878,9436,21686,23984,76.53792331,20.61852785,70.66171705,27.80036533,27347,7367
"Potter County, Pennsylvania",Pennsylvania,PA,42105,33,7777,2300,1897,5109,5231,80.32660409,16.71595731,72.23142778,26.19442143,6247,1300
"San Augustine County, Texas",Texas,TX,48405,12,3563,1328,1193,2342,2469,73.53353915,25.45607634,66.91056911,32.33062331,2620,907
"Dade County, Georgia",Georgia,GA,13083,7,6238,1612,1411,4703,4471,80.9073421,15.46970183,74.26910299,23.43853821,5047,965
"Scioto County, Ohio",Ohio,OH,39145,77,29618,14926,15077,16994,15492,66.65541225,29.85009116,49.55537074,48.22788049,19742,8841
"Keya Paha County, Nebraska",Nebraska,NE,31103,3,514,115,80,409,393,89.10505837,7.587548638,81.19834711,16.52892562,458,39
"Jackson County, Iowa",Iowa,IA,19097,17,10204,6102,5907,3673,4177,57.04625637,37.60290082,40.78305019,57.67428237,5821,3837
"Blaine County, Idaho",Idaho,ID,16013,17,10723,6947,5992,3439,3939,31.14799963,59.83400168,38.64037669,58.77967432,3340,6416
"Grays Harbor County, Washington",Washington,WA,53027,20,26736,16354,15960,12104,11914,49.62971275,42.55685218,41.53535072,55.64077535,13269,11378
"Nez Perce County, Idaho",Idaho,ID,16069,33,17195,7123,6451,10357,9967,62.22157604,28.07792963,59.15133531,38.28486647,10699,4828
"Freestone County, Texas",Texas,TX,48161,15,7608,2034,1850,5205,5646,78.79863302,19.20347003,74.58388375,24.43857332,5995,1461
"Washoe County, Nevada",Nevada,NV,32031,456,209282,99671,95409,76880,88453,45.16824189,46.36423582,47.08578425,50.78864017,94529,97032
"Fulton County, Pennsylvania",Pennsylvania,PA,42057,13,6743,1576,1310,4642,4814,84.17618271,13.40649563,77.70782889,21.14608555,5676,904
"Montague County, Texas",Texas,TX,48337,11,8604,1597,1116,6245,6549,87.47094375,10.28591353,84.49232357,14.39814218,7526,885
"Lumpkin County, Georgia",Georgia,GA,13187,7,12324,2586,2055,8326,8647,78.00227199,17.98117494,79.29390188,18.84456671,9613,2216
"Quitman County, Georgia",Georgia,GA,13239,2,1044,597,612,509,510,55.07662835,44.15708812,45.21276596,54.25531915,575,461
"Franklin County, Iowa",Iowa,IA,19069,13,4915,2575,2266,2501,2823,64.15055951,30.31536114,54.43501735,43.69456228,3153,1490
"Pike County, Illinois",Illinois,IL,17149,31,7458,3024,2278,4457,4860,77.08500939,18.93268973,66.70326654,31.26544057,5749,1412
"Woodford County, Illinois",Illinois,IL,17203,45,19389,6999,5572,12191,12961,67.97668781,26.13853216,68.67118788,29.52209389,13180,5068
"Stillwater County, Montana",Montana,MT,30095,8,4827,1512,1248,2991,3337,75.20198881,18.7279884,70.96980009,26.54189707,3630,904
"Chippewa County, Michigan",Michigan,MI,26033,19,15434,8184,7100,8267,8278,59.09032007,34.84514708,53.18684143,45.61809304,9120,5378
"Mingo County, West Virginia",West Virginia,WV,54059,38,9469,3582,2428,4587,6191,83.1766818,14.41546098,70.11325028,27.49716874,7876,1365
"Clayton County, Georgia",Georgia,GA,13063,58,89236,82527,81479,16506,14164,13.15612533,85.06432382,14.74387667,84.8147647,11740,75908
"Rockingham County, North Carolina",North Carolina,NC,37157,15,41374,17255,16351,23899,25227,63.96045826,33.97544352,60.03569729,38.91242266,26463,14057
"Rockland County, New York",New York,NY,36087,277,123943,69543,65793,61752,57428,46.10829171,51.19611434,46.07324802,52.78430743,57148,63454
"Washita County, Oklahoma",Oklahoma,OK,40149,12,4628,1052,822,3724,3494,83.21089023,12.70527226,80.95458758,19.04541242,3851,588
"Garza County, Texas",Texas,TX,48169,7,1475,375,279,1356,1263,82.91525424,15.18644068,80.96153846,17.88461538,1223,224
"Fauquier County, Virginia",Virginia,VA,51061,21,37124,14616,13965,19227,21034,59.55715979,34.91003125,59.15904936,39.27717621,22110,12960
"Warren County, Mississippi",Mississippi,MS,28149,22,18287,10489,10786,11152,10457,51.51200306,46.57953738,48.88504511,50.42307513,9420,8518
"Butler County, Kentucky",Kentucky,KY,21031,12,5576,1555,1293,3696,3716,79.41176471,16.98350072,73.43873518,25.55335968,4428,947
"Park County, Montana",Montana,MT,30067,11,9086,4173,3783,4376,4709,53.62095532,38.75192604,53.70666058,43.1455292,4872,3521
"Burleigh County, North Dakota",North Dakota,ND,38015,38,46874,15600,14122,25443,27951,69.3326791,23.17916116,64.42252288,32.54892018,32499,10865
"Richland Parish, Louisiana",Louisiana,LA,22083,23,9596,3311,3387,5751,5846,65.50646103,32.89912464,62.66480866,36.30614214,6286,3157
"Donley County, Texas",Texas,TX,48129,7,1460,291,226,1374,1287,83.90410959,13.01369863,83.84364821,14.72312704,1225,190
"McLennan County, Texas",Texas,TX,48309,33,78255,29998,25694,49044,47903,61.65101271,34.56136988,64.26396211,34.46962075,48245,27046
"Lake County, Indiana",Indiana,IN,18089,525,200247,139301,130897,67742,68431,37.73589617,58.37590576,33.91736635,64.87822044,75565,116896
"Vanderburgh County, Indiana",Indiana,IN,18163,136,71957,39423,31725,37512,39389,56.17521575,39.32348486,54.40169051,43.81663996,40422,28296
"Trigg County, Kentucky",Kentucky,KY,21221,15,6745,2246,2115,4189,4520,73.06152706,23.52853966,67.04242065,31.3705132,4928,1587
"Spink County, South Dakota",South Dakota,SD,46115,9,2951,1550,1300,1660,1670,62.82616062,31.14198577,54.916146,42.74909569,1854,919
"McHenry County, Illinois",Illinois,IL,17111,212,140145,72288,59797,64845,71598,50.74529951,42.68935745,53.49361944,44.67663847,71117,59827
"Grant County, Indiana",Indiana,IN,18053,63,25239,11293,9589,14734,15151,67.39173501,27.84975633,59.92090172,37.92367016,17009,7029
"Tazewell County, Virginia",Virginia,VA,51185,25,18495,5596,3661,11201,13843,81.96809949,15.65287916,78.06789984,20.64628919,15160,2895
"Richardson County, Nebraska",Nebraska,NE,31147,15,3666,1513,1191,2342,2443,73.21331151,21.76759411,65.33832576,31.85343675,2684,798
"Lawrence County, South Dakota",South Dakota,SD,46081,11,11842,4932,3973,6787,7025,62.58233407,28.33980746,61.84523286,34.97667048,7411,3356
